"Format","AiM CSV File"
"Session","Fuji GP Sh"
"Vehicle","SFJ"
"Racer","CMD"
"Championship","Fuji Practice"
"Comment",""
"Date","11/04/2025"
"Time","15:50:07"
"Sample Rate","20"
"Duration","1696.94"
"Segment","Session"
"Beacon Markers","193.611","320.961","450.167","569.437","688.127","819.303","947.652","1079.43","1202.58","1322.38","1445.26","1578.53","1696.96"
"Segment Times","3:13.611","2:07.350","2:09.206","1:59.270","1:58.690","2:11.176","2:08.349","2:11.778","2:03.153","1:59.801","2:02.877","2:13.267","1:58.430"

"Time","GPS Speed","GPS Heading","GPS Latitude","GPS Longitude","GPS Altitude","GPS Nsat","GPS PosAccuracy","GPS SpdAccuracy","GPS LatAcc","GPS InlineAcc","GPS Yaw Rate","Predictive Time","Best Run Diff","Best Today Diff","Prev Lap Diff","Ref Lap Diff","LoggerTemp","External Voltage","ADC Voffset","Lateral Grip","RPM","WT","steering","BRK","ACCEL","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","Luminosity","StartRec"
"s","km/h","deg","deg","deg","m"," ","m","km/h","g","g","deg/s","ms","ms","ms","ms","ms","C","V","mV"," ","rpm","C","deg","bar","mm","g","g","g","deg/s","deg/s","deg/s","%"," "

"658.900","78.9423","285.5775","35.36798512","138.92258302","611.77","16","0.41","0.50","-1.13","0.36","-29.0","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-43","4755","52.9","-70.8","-0.14","16","0.29","-0.97","-1.84","-0.9","1.1","-25.6","9.65","1"
"658.950","79.6099","283.8477","35.36798781","138.92257123","611.82","15","0.41","0.50","-1.19","0.35","-30.3","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-42","4665","52.9","-71.8","-0.06","16","0.13","-1.08","-1.83","-1.8","-0.5","-24.5","9.66","1"
"659.000","79.8902","280.7795","35.36799021","138.92255928","611.88","15","0.41","0.50","-1.41","0.13","-35.7","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-41","4696","52.9","-68.8","-0.01","17","0.04","-1.15","-1.79","-2.5","0.5","-26.0","9.67","1"
"659.050","80.0323","279.9484","35.36799207","138.92254731","611.96","15","0.41","0.50","-1.49","0.08","-37.7","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-41","4753","53.0","-64.8","-0.13","17","-0.25","-1.19","-1.16","-1.8","-0.4","-24.9","9.68","1"
"659.100","80.3062","278.6425","35.36799379","138.92253523","612.04","15","0.41","0.50","-1.26","0.18","-31.8","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-43","4770","53.1","-62.0","-0.06","17","-0.55","-1.36","-0.78","0.2","-0.7","-23.0","9.69","1"
"659.150","80.8078","277.6330","35.36799532","138.92252293","612.11","15","0.41","0.50","-1.15","0.27","-28.8","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-42","4743","53.0","-60.2","-0.06","16","-0.56","-1.46","-0.63","2.2","-0.2","-21.9","9.70","1"
"659.200","81.1461","276.3697","35.36799666","138.92251062","612.16","15","0.41","0.47","-1.04","0.18","-26.0","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-40","4747","53.0","-60.6","-0.07","16","-0.59","-1.31","-0.52","3.2","0.2","-21.7","9.71","1"
"659.250","81.4702","274.7737","35.36799780","138.92249817","612.22","15","0.41","0.47","-1.14","0.18","-28.3","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-37","4788","53.0","-66.0","-0.09","16","-0.45","-1.25","-0.61","3.9","-0.4","-22.1","9.72","1"
"659.300","81.8971","273.2808","35.36799865","138.92248559","612.29","15","0.41","0.47","-1.06","0.25","-26.1","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-35","4805","53.2","-73.1","-0.13","16","-0.24","-1.42","-0.78","3.9","1.2","-23.5","9.73","1"
"659.350","82.2748","271.0896","35.36799925","138.92247291","612.36","15","0.41","0.47","-1.18","0.20","-28.9","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-35","4812","53.0","-76.3","-0.07","16","-0.03","-1.46","-0.80","3.5","2.9","-26.3","9.74","1"
"659.400","82.4788","270.3432","35.36799944","138.92246024","612.44","15","0.41","0.47","-1.26","0.11","-30.9","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-37","4832","53.0","-76.4","0.00","15","-0.05","-1.41","-0.64","3.4","1.8","-27.6","9.75","1"
"659.450","82.5810","268.9785","35.36799950","138.92244761","612.51","15","0.41","0.47","-1.29","0.05","-31.6","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-38","4868","53.3","-74.8","-0.08","15","-0.33","-1.45","-0.60","4.0","-1.2","-27.6","9.76","1"
"659.500","82.8124","267.5507","35.36799932","138.92243492","612.57","15","0.41","0.47","-1.05","0.13","-25.7","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-38","4893","53.1","-69.6","-0.12","15","-0.30","-1.53","-0.76","3.7","-1.5","-27.5","9.77","1"
"659.550","83.0016","266.3329","35.36799888","138.92242223","612.64","15","0.41","0.47","-1.13","0.10","-27.7","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-38","4899","53.1","-65.7","0.00","15","-0.13","-1.51","-0.70","3.4","0.7","-26.6","9.78","1"
"659.600","83.1741","264.6315","35.36799821","138.92240949","612.71","15","0.41","0.47","-1.19","0.10","-29.0","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-37","4914","53.4","-65.9","-0.01","15","-0.06","-1.30","-0.97","3.2","-1.3","-24.8","9.79","1"
"659.650","83.8841","263.7567","35.36799723","138.92239664","612.76","15","0.41","0.50","-1.22","0.43","-29.3","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-37","4940","53.1","-67.5","-0.05","15","0.45","-1.01","-1.92","2.2","-3.7","-23.5","9.81","1"
"659.700","84.2209","262.5063","35.36799607","138.92238372","612.80","15","0.41","0.47","-1.06","0.19","-25.4","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-37","4947","53.2","-64.8","-0.03","15","0.56","-0.85","-2.23","-0.1","-3.0","-23.6","9.82","1"
"659.750","84.4699","261.0248","35.36799469","138.92237086","612.84","15","0.41","0.47","-0.99","0.13","-23.8","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-36","4949","53.2","-59.0","-0.06","16","0.68","-0.73","-2.14","-2.3","-3.7","-22.1","9.83","1"
"659.800","84.5410","259.8320","35.36799305","138.92235811","612.89","15","0.41","0.50","-1.14","0.03","-27.3","118655","-615","-12290","-12290","-12290","16.0","13.4","198.0","-35","4966","53.3","-57.5","-0.18","16","0.69","-0.77","-2.17","-2.1","-4.2","-20.2","9.84","1"
"659.850","84.6673","259.4315","35.36799118","138.92234532","612.93","15","0.41","0.50","-1.00","0.08","-23.8","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-34","4980","53.4","-61.1","-0.03","15","0.50","-0.88","-1.80","-2.1","-2.1","-19.4","9.85","1"
"659.900","85.0155","257.8034","35.36798923","138.92233250","612.97","15","0.41","0.52","-0.92","0.18","-22.0","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","4985","53.4","-67.2","-0.04","16","0.32","-1.00","-1.20","-1.1","1.2","-19.9","9.86","1"
"659.950","85.1863","256.4406","35.36798698","138.92231970","612.99","15","0.41","0.54","-0.94","0.12","-22.4","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5001","53.3","-75.1","-0.12","16","0.18","-1.08","-1.16","-0.2","0.9","-20.8","9.87","1"
"660.000","85.4631","254.5891","35.36798445","138.92230685","613.03","15","0.41","0.54","-0.97","0.15","-23.0","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-31","5016","53.1","-78.6","0.02","16","-0.11","-1.36","-1.05","0.1","0.2","-22.8","9.88","1"
"660.050","85.9507","253.0313","35.36798156","138.92229401","613.09","15","0.41","0.54","-1.19","0.29","-28.1","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5032","53.0","-76.7","-0.03","18","0.11","-1.22","-1.38","-0.6","-1.2","-24.9","9.89","1"
"660.100","86.1356","251.8883","35.36797840","138.92228129","613.13","15","0.41","0.59","-1.48","0.13","-34.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-37","5065","53.0","-72.3","-0.16","20","0.58","-0.92","-1.77","-1.4","-1.1","-24.8","9.90","1"
"660.150","86.6587","251.0864","35.36797501","138.92226860","613.14","15","0.41","0.59","-1.12","0.30","-26.3","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-38","5112","52.9","-67.9","-0.00","22","0.54","-0.87","-1.95","-2.4","0.4","-23.5","9.91","1"
"660.200","87.1960","249.3021","35.36797147","138.92225591","613.14","14","0.41","0.58","-0.98","0.31","-22.8","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-39","5146","52.9","-62.2","-0.04","24","0.43","-1.02","-1.37","-2.7","1.7","-22.6","9.93","1"
"660.250","87.7112","248.1193","35.36796756","138.92224323","613.17","14","0.41","0.54","-1.11","0.29","-25.5","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-38","5182","52.8","-58.9","-0.18","27","0.49","-0.98","-1.46","-1.8","-0.5","-20.4","9.94","1"
"660.300","88.2469","247.3345","35.36796340","138.92223054","613.18","14","0.41","0.54","-1.06","0.31","-24.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-35","5218","52.9","-58.2","-0.04","31","0.43","-0.90","-1.70","-3.1","-1.4","-18.2","9.95","1"
"660.350","88.9158","246.2384","35.36795910","138.92221789","613.21","14","0.41","0.52","-1.05","0.38","-23.8","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-33","5244","52.9","-56.8","-0.06","39","0.29","-0.86","-1.59","-2.1","-1.9","-17.6","9.96","1"
"660.400","89.4422","245.0179","35.36795457","138.92220528","613.22","14","0.41","0.50","-0.92","0.28","-20.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-33","5287","52.8","-56.2","-0.11","47","0.48","-0.80","-1.86","-1.5","-1.8","-17.2","9.97","1"
"660.450","89.9304","243.8117","35.36794980","138.92219273","613.25","15","0.41","0.51","-1.03","0.28","-23.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5328","52.8","-55.7","-0.11","51","0.54","-0.76","-1.63","-2.6","-1.1","-16.0","9.99","1"
"660.500","90.7426","242.6279","35.36794473","138.92218009","613.27","15","0.41","0.54","-1.04","0.46","-23.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5333","52.8","-55.8","-0.09","52","0.62","-0.69","-1.67","-2.8","-2.1","-15.3","10.00","1"
"660.550","91.4652","242.2573","35.36793943","138.92216754","613.30","15","0.41","0.56","-1.08","0.40","-23.9","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5361","52.8","-57.2","-0.14","52","0.55","-0.86","-1.45","-1.9","-2.7","-15.5","10.01","1"
"660.600","92.0982","241.0588","35.36793403","138.92215494","613.32","15","0.41","0.54","-0.80","0.35","-17.6","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5411","52.8","-59.0","-0.19","52","0.51","-0.95","-1.31","-1.2","-1.9","-17.4","10.02","1"
"660.650","92.7350","239.7654","35.36792840","138.92214247","613.32","15","0.41","0.51","-0.84","0.36","-18.3","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-30","5461","52.9","-61.0","-0.07","52","0.49","-0.86","-1.43","-0.2","-2.6","-18.2","10.04","1"
"660.700","93.4999","239.3011","35.36792247","138.92212999","613.32","15","0.41","0.54","-0.93","0.43","-20.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-30","5514","52.9","-62.0","-0.08","52","0.29","-0.90","-1.19","-1.1","-1.1","-20.2","10.05","1"
"660.750","94.2399","238.0800","35.36791641","138.92211747","613.31","15","0.41","0.54","-0.96","0.42","-20.6","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-29","5564","52.9","-62.1","-0.12","52","0.32","-0.80","-1.29","-1.0","-1.2","-21.5","10.06","1"
"660.800","94.9101","236.1942","35.36791009","138.92210502","613.31","14","0.41","0.57","-1.16","0.37","-24.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-31","5601","52.8","-62.2","-0.07","52","0.43","-1.00","-1.18","-1.2","-1.8","-21.9","10.07","1"
"660.850","95.4661","235.0649","35.36790340","138.92209278","613.32","14","0.41","0.58","-1.14","0.31","-24.1","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-33","5645","52.8","-61.7","-0.04","52","0.49","-1.12","-1.04","-1.1","-1.1","-22.8","10.09","1"
"660.900","96.1918","233.9847","35.36789645","138.92208056","613.30","14","0.41","0.59","-1.13","0.42","-23.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-35","5694","52.9","-60.7","-0.10","52","0.45","-1.02","-0.89","-1.4","-0.7","-21.9","10.10","1"
"660.950","97.2732","232.4215","35.36788922","138.92206838","613.28","14","0.42","0.61","-1.23","0.65","-25.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-37","5733","52.9","-60.1","-0.08","52","0.30","-0.98","-0.83","-1.7","-1.9","-20.2","10.11","1"
"661.000","98.3523","231.9513","35.36788164","138.92205629","613.27","14","0.42","0.61","-1.28","0.57","-26.3","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-38","5758","52.7","-56.3","-0.10","52","0.32","-0.99","-0.95","-1.6","-1.6","-20.3","10.12","1"
"661.050","98.6539","230.6525","35.36787406","138.92204441","613.28","14","0.42","0.61","-1.03","0.13","-21.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-37","5794","52.7","-51.7","-0.09","52","0.49","-1.09","-1.07","-0.9","-0.5","-20.2","10.14","1"
"661.100","98.8456","230.2391","35.36786623","138.92203271","613.27","15","0.42","0.58","-0.90","0.14","-18.4","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-36","5853","52.7","-48.9","-0.13","52","0.41","-1.14","-1.01","-1.1","-0.6","-18.7","10.15","1"
"661.150","99.5802","228.7289","35.36785824","138.92202092","613.25","15","0.42","0.55","-0.89","0.43","-18.1","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-33","5879","52.8","-48.0","-0.04","52","0.22","-1.14","-0.93","-1.2","0.5","-17.9","10.16","1"
"661.200","100.0728","227.2302","35.36784994","138.92200932","613.25","15","0.42","0.54","-1.02","0.23","-20.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-31","5886","52.9","-48.6","-0.01","52","0.25","-0.99","-0.93","-0.8","0.6","-16.2","10.17","1"
"661.250","100.7335","225.4765","35.36784133","138.92199791","613.27","15","0.42","0.54","-1.23","0.39","-24.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","5918","52.9","-48.4","-0.06","52","0.38","-0.94","-0.91","-0.9","-0.3","-14.2","10.19","1"
"661.300","101.4256","225.5752","35.36783239","138.92198677","613.25","14","0.42","0.58","-1.29","0.40","-25.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-35","5944","52.8","-47.7","-0.07","52","0.40","-0.93","-0.89","-0.9","-0.8","-13.4","10.17","1"
"661.350","102.2587","225.0716","35.36782333","138.92197543","613.23","14","0.42","0.58","-0.95","0.48","-18.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-36","5964","52.8","-47.3","-0.08","52","0.28","-0.88","-0.91","-0.9","-0.7","-13.7","10.14","1"
"661.400","103.0236","224.4139","35.36781421","138.92196422","613.21","15","0.42","0.54","-0.80","0.41","-15.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-34","6003","52.9","-46.9","-0.12","52","0.37","-0.79","-1.07","-0.2","-0.7","-13.4","10.12","1"
"661.450","103.8298","223.2479","35.36780486","138.92195299","613.18","15","0.42","0.54","-0.88","0.46","-17.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-32","6045","52.9","-46.2","-0.07","52","0.20","-0.73","-0.95","-0.1","-1.5","-12.5","10.10","1"
"661.500","104.4894","222.5774","35.36779533","138.92194199","613.14","15","0.42","0.54","-0.79","0.37","-15.3","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-28","6074","52.8","-45.7","-0.12","52","0.17","-0.78","-0.93","0.6","-0.9","-12.8","10.07","1"
"661.550","105.0131","221.8909","35.36778562","138.92193106","613.11","15","0.42","0.52","-0.82","0.29","-15.9","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-26","6110","52.8","-44.2","-0.06","52","0.43","-0.84","-1.02","0.5","0.8","-13.4","10.05","1"
"661.600","105.7010","221.4287","35.36777576","138.92192020","613.08","15","0.42","0.50","-0.94","0.42","-18.0","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-27","6153","52.8","-43.0","-0.12","52","0.45","-0.86","-0.99","0.4","1.1","-12.7","10.02","1"
"661.650","106.3383","220.6899","35.36776579","138.92190941","613.04","15","0.42","0.47","-0.80","0.35","-15.3","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-27","6185","52.7","-41.5","-0.19","52","0.13","-0.73","-0.84","0.2","0.9","-11.1","10.00","1"
"661.700","106.9727","219.9536","35.36775562","138.92189869","612.97","15","0.42","0.49","-0.67","0.35","-12.6","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-26","6205","52.8","-38.8","-0.10","52","-0.03","-0.49","-0.73","-0.4","0.5","-9.8","9.98","1"
"661.750","107.5723","219.8325","35.36774528","138.92188807","612.94","14","0.42","0.47","-0.63","0.35","-11.8","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-24","6241","52.8","-36.9","-0.18","52","0.05","-0.38","-0.76","-0.2","-0.3","-8.3","9.95","1"
"661.800","108.4426","219.1419","35.36773483","138.92187738","612.91","14","0.42","0.44","-0.59","0.52","-11.0","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-22","6285","52.8","-33.2","-0.20","52","0.16","-0.31","-0.93","-0.2","0.0","-6.6","9.93","1"
"661.850","109.0280","218.9991","35.36772426","138.92186683","612.86","14","0.42","0.43","-0.50","0.31","-9.2","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-19","6313","52.9","-30.4","-0.14","52","0.19","-0.17","-1.05","0.2","0.2","-4.9","9.91","1"
"661.900","109.7186","218.8013","35.36771355","138.92185620","612.81","14","0.42","0.43","-0.43","0.38","-7.9","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-17","6344","52.9","-28.2","-0.19","52","0.14","-0.09","-0.97","0.0","-0.5","-3.0","9.88","1"
"661.950","110.3604","218.6705","35.36770276","138.92184556","612.78","14","0.42","0.43","-0.25","0.38","-4.6","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-15","6378","52.9","-26.8","-0.13","52","0.03","-0.14","-0.83","0.9","0.5","-1.6","9.86","1"
"662.000","111.0654","218.7363","35.36769185","138.92183485","612.74","14","0.42","0.43","-0.11","0.39","-2.1","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-11","6413","52.8","-26.4","-0.16","52","0.01","-0.15","-0.87","1.2","1.2","-0.6","9.84","1"
"662.050","111.5655","218.3411","35.36768101","138.92182419","612.72","14","0.42","0.43","-0.19","0.27","-3.4","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-8","6453","52.8","-26.3","-0.19","52","0.23","-0.05","-1.24","0.9","0.6","-0.2","9.81","1"
"662.100","112.2049","218.8299","35.36766997","138.92181348","612.68","14","0.42","0.43","-0.10","0.37","-1.9","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-6","6486","52.9","-26.6","-0.14","52","0.51","-0.11","-1.23","0.7","0.9","-0.1","9.79","1"
"662.150","112.9818","218.6821","35.36765893","138.92180258","612.65","14","0.42","0.43","-0.00","0.43","-0.1","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-3","6509","52.8","-26.2","-0.19","52","0.55","-0.07","-1.14","0.8","-0.3","0.1","9.77","1"
"662.200","113.5453","218.4560","35.36764786","138.92179171","612.61","14","0.42","0.43","-0.04","0.30","-0.7","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-3","6545","52.8","-25.2","-0.14","52","0.29","-0.03","-1.02","1.2","-0.1","0.2","9.74","1"
"662.250","114.0225","218.6504","35.36763660","138.92178074","612.59","14","0.42","0.43","-0.00","0.27","-0.0","118634","-636","-12290","-12290","-12290","16.0","13.4","198.0","-1","6590","52.8","-24.4","-0.17","52","0.27","0.00","-1.01","1.1","0.2","-0.0","9.72","1"
"662.300","114.6849","218.6049","35.36762533","138.92176969","612.56","14","0.42","0.43","-0.02","0.37","-0.4","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","-0","6625","52.8","-23.4","-0.19","52","0.49","-0.05","-1.07","1.1","0.2","-0.1","9.70","1"
"662.350","115.3297","218.6683","35.36761404","138.92175864","612.52","14","0.42","0.43","-0.03","0.38","-0.5","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","-1","6662","52.6","-22.5","-0.16","52","0.30","-0.08","-1.03","0.9","0.7","-0.0","9.67","1"
"662.400","115.9336","218.5959","35.36760271","138.92174752","612.48","14","0.42","0.43","0.02","0.32","0.3","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","-0","6696","52.7","-23.1","-0.17","52","0.30","-0.09","-1.12","1.2","1.3","0.3","9.65","1"
"662.450","116.3304","218.8427","35.36759135","138.92173640","612.46","14","0.42","0.43","0.06","0.22","1.0","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","0","6730","52.8","-23.1","-0.15","50","0.34","-0.03","-1.11","1.1","0.4","0.3","9.62","1"
"662.500","117.0886","218.9359","35.36757983","138.92172503","612.44","14","0.42","0.43","0.06","0.43","1.0","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","1","6757","52.9","-23.4","-0.06","15","0.10","0.02","-0.95","1.0","-0.1","0.4","9.60","1"
"662.550","117.8348","219.0232","35.36756837","138.92171367","612.41","14","0.42","0.43","0.14","0.43","2.5","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","2","6719","52.8","-22.7","0.23","2","-0.06","0.04","-1.02","0.7","1.5","1.1","9.57","1"
"662.600","118.0679","218.6433","35.36755688","138.92170225","612.39","14","0.42","0.43","0.04","0.06","0.7","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","2","6525","52.7","-22.5","0.35","0","-0.20","0.08","-1.19","-0.3","2.6","1.6","9.55","1"
"662.650","117.8503","218.8680","35.36754537","138.92169097","612.38","14","0.42","0.43","0.00","-0.14","0.1","118572","-698","-12290","-12290","-12290","16.0","13.4","198.0","2","6271","52.7","-22.6","0.30","0","0.04","0.07","-1.42","-0.2","2.3","0.7","9.52","1"
"662.700","117.5171","218.8167","35.36753398","138.92167971","612.35","14","0.42","0.43","0.03","-0.18","0.5","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","2","6066","52.7","-21.7","0.06","16","0.16","0.11","-1.53","1.0","1.9","-0.3","9.50","1"
"662.750","117.6766","219.1939","35.36752256","138.92166845","612.33","14","0.42","0.43","0.08","0.14","1.4","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","1","5672","52.9","-21.7","-0.10","44","0.32","0.25","-1.71","1.6","0.8","0.1","9.47","1"
"662.800","118.2962","219.5922","35.36751109","138.92165698","612.31","14","0.42","0.43","0.22","0.36","3.8","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","2","5178","52.8","-20.3","0.04","52","0.28","0.24","-1.79","0.3","0.3","2.2","9.45","1"
"662.850","118.7877","219.6884","35.36749960","138.92164532","612.29","14","0.42","0.43","0.27","0.27","4.5","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","4","5316","52.9","-20.6","-0.13","52","0.36","0.21","-1.72","-0.1","2.6","3.2","9.42","1"
"662.900","119.3708","219.6382","35.36748803","138.92163354","612.30","14","0.42","0.43","0.30","0.34","5.0","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","7","5487","53.0","-19.2","-0.22","52","0.48","0.41","-1.74","-0.2","-0.1","3.1","9.40","1"
"662.950","120.1696","220.2329","35.36747635","138.92162168","612.28","15","0.42","0.43","0.12","0.46","2.1","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","7","5291","52.8","-17.6","-0.12","51","0.42","0.52","-2.15","-0.7","-0.4","3.8","9.37","1"
"663.000","120.5551","220.5664","35.36746483","138.92160973","612.27","14","0.42","0.43","0.27","0.16","4.6","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","8","5364","53.0","-19.6","-0.09","51","0.52","0.30","-2.04","0.4","3.3","4.7","9.35","1"
"663.050","120.7616","220.3454","35.36745334","138.92159766","612.29","14","0.42","0.43","0.38","0.12","6.3","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","8","5482","53.1","-19.8","-0.18","52","0.35","0.16","-1.48","0.0","2.0","4.1","9.32","1"
"663.100","121.1987","220.9144","35.36744172","138.92158556","612.30","14","0.42","0.43","0.21","0.26","3.5","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","8","5418","52.8","-17.0","-0.18","51","0.02","0.34","-1.73","0.7","-0.1","3.7","9.30","1"
"663.150","121.7411","221.4076","35.36743020","138.92157331","612.28","14","0.42","0.43","0.34","0.28","5.6","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","9","5431","52.8","-18.5","-0.03","51","0.22","0.26","-1.70","0.3","2.4","4.4","9.27","1"
"663.200","122.1555","220.8549","35.36741870","138.92156088","612.30","14","0.42","0.43","0.41","0.24","6.8","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","11","5509","52.9","-18.9","-0.25","52","0.50","0.22","-1.80","0.8","-0.2","4.3","9.25","1"
"663.250","122.9285","221.7345","35.36740691","138.92154838","612.32","15","0.42","0.43","0.13","0.46","2.1","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","9","5511","53.0","-19.6","-0.18","52","0.12","0.03","-1.28","0.7","-0.5","3.9","9.22","1"
"663.300","123.4902","221.6501","35.36739531","138.92153569","612.33","15","0.42","0.43","0.26","0.31","4.2","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","9","5514","52.9","-20.6","-0.18","52","0.19","0.31","-1.96","-0.5","2.1","3.9","9.14","1"
"663.350","123.9706","221.6553","35.36738371","138.92152303","612.34","15","0.42","0.43","0.27","0.28","4.4","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","9","5572","52.9","-20.9","-0.18","52","0.20","0.47","-2.09","-1.0","1.1","3.2","9.06","1"
"663.400","124.4645","222.5700","35.36737207","138.92151034","612.36","15","0.42","0.43","0.21","0.27","3.4","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","7","5591","52.9","-19.5","-0.14","52","-0.06","0.29","-1.43","-1.8","1.9","2.5","8.98","1"
"663.450","124.8922","221.9250","35.36736046","138.92149726","612.38","15","0.42","0.43","0.29","0.24","4.8","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","8","5592","52.9","-18.7","-0.15","52","0.22","0.32","-1.57","-2.2","2.7","2.9","8.89","1"
"663.500","125.3671","222.1866","35.36734868","138.92148429","612.41","15","0.42","0.43","0.27","0.27","4.4","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","8","5628","52.9","-15.9","-0.20","52","0.60","0.55","-2.05","-2.0","0.5","3.4","8.81","1"
"663.550","125.7470","223.6587","35.36733697","138.92147127","612.44","15","0.42","0.43","0.28","0.21","4.4","118572","-698","-12290","-12290","-12290","16.0","13.4","197.9","8","5653","52.8","-12.8","-0.19","52","0.15","0.39","-1.27","-1.2","0.5","6.1","8.73","1"
